@relation .a/sonar/sonar
@attribute 0.0200 real [0.0015, 0.1371]
@attribute 0.0371 real [6.0E-4, 0.2339]
@attribute 0.0428 real [0.0015, 0.3059]
@attribute 0.0207 real [0.0058, 0.4264]
@attribute 0.0954 real [0.0067, 0.401]
@attribute 0.0986 real [0.0102, 0.3823]
@attribute 0.1539 real [0.0033, 0.3729]
@attribute 0.1601 real [0.0055, 0.459]
@attribute 0.3109 real [0.0075, 0.6828]
@attribute 0.2111 real [0.0113, 0.7106]
@attribute 0.1609 real [0.0289, 0.7342]
@attribute 0.1582 real [0.0236, 0.706]
@attribute 0.2238 real [0.0184, 0.7131]
@attribute 0.0645 real [0.0273, 0.997]
@attribute 0.0660 real [0.0031, 1.0]
@attribute 0.2273 real [0.0162, 0.9988]
@attribute 0.3100 real [0.0349, 1.0]
@attribute 0.2999 real [0.0375, 1.0]
@attribute 0.5078 real [0.0494, 1.0]
@attribute 0.4797 real [0.0656, 1.0]
@attribute 0.5783 real [0.0512, 1.0]
@attribute 0.5071 real [0.0219, 1.0]
@attribute 0.4328 real [0.0563, 1.0]
@attribute 0.5550 real [0.0239, 1.0]
@attribute 0.6711 real [0.024, 1.0]
@attribute 0.6415 real [0.0921, 1.0]
@attribute 0.7104 real [0.0481, 1.0]
@attribute 0.8080 real [0.0284, 1.0]
@attribute 0.6791 real [0.0144, 1.0]
@attribute 0.3857 real [0.0613, 1.0]
@attribute 0.1307 real [0.0482, 0.9657]
@attribute 0.2604 real [0.0404, 0.9306]
@attribute 0.5121 real [0.0477, 1.0]
@attribute 0.7547 real [0.0212, 0.9647]
@attribute 0.8537 real [0.0223, 1.0]
@attribute 0.8507 real [0.008, 1.0]
@attribute 0.6692 real [0.0351, 0.9497]
@attribute 0.6097 real [0.0383, 1.0]
@attribute 0.4943 real [0.0371, 0.9857]
@attribute 0.2744 real [0.0117, 0.9297]
@attribute 0.0510 real [0.036, 0.8995]
@attribute 0.2834 real [0.0056, 0.8246]
@attribute 0.2825 real [0.0, 0.7733]
@attribute 0.4256 real [0.0, 0.7762]
@attribute 0.2641 real [0.0, 0.7034]
@attribute 0.1386 real [0.0, 0.7292]
@attribute 0.1051 real [0.0, 0.5522]
@attribute 0.1343 real [0.0, 0.3339]
@attribute 0.0383 real [0.0, 0.1981]
@attribute 0.0324 real [0.0, 0.0825]
@attribute 0.0232 real [0.0, 0.1004]
@attribute 0.0027 real [8.0E-4, 0.0709]
@attribute 0.0065 real [5.0E-4, 0.039]
@attribute 0.0159 real [0.001, 0.0352]
@attribute 0.0072 real [6.0E-4, 0.0447]
@attribute 0.0167 real [4.0E-4, 0.0394]
@attribute 0.0180 real [3.0E-4, 0.0355]
@attribute 0.0084 real [3.0E-4, 0.044]
@attribute 0.0090 real [1.0E-4, 0.0364]
@attribute 0.0032 real [6.0E-4, 0.0439]
@attribute R {R, M}
@data
0.0223,0.0375,0.0484,0.0475,0.0647,0.0591,0.0753,0.0098,0.0684,0.1487,0.1156,0.1654,0.3833,0.3598,0.1713,0.1136,0.0349,0.3796,0.7401,0.9925,0.9802,0.889,0.6712,0.4286,0.3374,0.7366,0.9611,0.7353,0.4856,0.1594,0.3007,0.4096,0.317,0.3305,0.3408,0.2186,0.2463,0.2726,0.168,0.2792,0.2558,0.174,0.2121,0.1099,0.0985,0.1271,0.1459,0.1164,0.0777,0.0439,0.0061,0.0145,0.0128,0.0145,0.0058,0.0049,0.0065,0.0093,0.0059,0.0022,R
0.0164,0.0173,0.0347,0.007,0.0187,0.0671,0.1056,0.0697,0.0962,0.0251,0.0801,0.1056,0.1266,0.089,0.0198,0.1133,0.2826,0.3234,0.3238,0.4333,0.6068,0.7652,0.9203,0.9719,0.9207,0.7545,0.8289,0.8907,0.7309,0.6896,0.5829,0.4935,0.3101,0.0306,0.0244,0.1108,0.1594,0.1371,0.0696,0.0452,0.062,0.1421,0.1597,0.1384,0.0372,0.0688,0.0867,0.0513,0.0092,0.0198,0.0118,0.009,0.0223,0.0179,0.0084,0.0068,0.0032,0.0035,0.0056,0.004,R
0.0039,0.0063,0.0152,0.0336,0.031,0.0284,0.0396,0.0272,0.0323,0.0452,0.0492,0.0996,0.1424,0.1194,0.0628,0.0907,0.1177,0.1429,0.1223,0.1104,0.1847,0.3715,0.4382,0.5707,0.6654,0.7476,0.7654,0.8555,0.972,0.9221,0.7502,0.7209,0.7757,0.6055,0.5021,0.4499,0.3947,0.4281,0.4427,0.3749,0.1972,0.0511,0.0793,0.1269,0.1533,0.069,0.0402,0.0534,0.0228,0.0073,0.0062,0.0062,0.012,0.0052,0.0056,0.0093,0.0042,3.0E-4,0.0053,0.0036,R
0.0091,0.0213,0.0206,0.0505,0.0657,0.0795,0.097,0.0872,0.0743,0.0837,0.1579,0.0898,0.0309,0.1856,0.2969,0.2032,0.1264,0.1655,0.1661,0.2091,0.231,0.446,0.6634,0.6933,0.7663,0.8206,0.7049,0.756,0.7466,0.6387,0.4846,0.3328,0.5356,0.8741,0.8573,0.6718,0.3446,0.315,0.2702,0.2598,0.2742,0.3594,0.4382,0.246,0.0758,0.0187,0.0797,0.0748,0.0367,0.0155,0.03,0.0112,0.0112,0.0102,0.0026,0.0097,0.0098,0.0043,0.0071,0.0108,R
0.0093,0.0269,0.0217,0.0339,0.0305,0.1172,0.145,0.0638,0.074,0.136,0.2132,0.3738,0.3738,0.2673,0.2333,0.5367,0.7312,0.7659,0.6271,0.4395,0.433,0.4326,0.5544,0.736,0.8589,0.8989,0.942,0.9401,0.9379,0.8575,0.7284,0.67,0.7547,0.8773,0.9919,0.9922,0.9419,0.8388,0.6605,0.4816,0.2917,0.1769,0.1136,0.0701,0.1578,0.1938,0.1106,0.0693,0.0176,0.0205,0.0309,0.0212,0.0091,0.0056,0.0086,0.0092,0.007,0.0116,0.006,0.011,R
0.0201,0.0116,0.0123,0.0245,0.0547,0.0208,0.0891,0.0836,0.1335,0.1199,0.1742,0.1387,0.2042,0.258,0.2616,0.2097,0.2532,0.3213,0.4327,0.476,0.5328,0.6057,0.6696,0.7476,0.893,0.9405,1.0,0.9785,0.8473,0.7639,0.6701,0.4989,0.3718,0.2196,0.1416,0.268,0.263,0.3104,0.3392,0.2123,0.117,0.2655,0.2203,0.1541,0.1464,0.1044,0.1225,0.0745,0.049,0.0224,0.0032,0.0076,0.0045,0.0056,0.0075,0.0037,0.0045,0.0029,8.0E-4,0.0018,R
0.0195,0.0142,0.0181,0.0406,0.0391,0.0249,0.0892,0.0973,0.084,0.1191,0.1522,0.1322,0.1434,0.1244,0.0653,0.089,0.1226,0.1846,0.388,0.3658,0.2297,0.261,0.4193,0.5848,0.5643,0.5448,0.4772,0.6897,0.9797,1.0,0.9546,0.8835,0.7662,0.6547,0.5447,0.4593,0.4679,0.1987,0.0699,0.1493,0.1713,0.1654,0.26,0.3846,0.3754,0.2414,0.1077,0.0224,0.0155,0.0187,0.0125,0.0028,0.0067,0.012,0.0012,0.0022,0.0058,0.0042,0.0067,0.0012,R
0.0202,0.0104,0.0325,0.0239,0.0807,0.1529,0.1154,0.0608,0.1317,0.137,0.0843,0.0269,0.1254,0.3046,0.5584,0.7973,0.8341,0.8057,0.8616,0.8769,0.9413,0.9403,0.9409,1.0,0.9725,0.9309,0.9351,0.7317,0.4421,0.3244,0.4161,0.4611,0.4031,0.3,0.2459,0.1348,0.2541,0.2255,0.1598,0.1485,0.0845,0.0569,0.0855,0.1262,0.1153,0.057,0.0426,0.0425,0.0235,6.0E-4,0.0188,0.0127,0.0081,0.0067,0.0043,0.0065,0.0049,0.0054,0.0073,0.0054,R
0.026,0.0192,0.0254,0.0061,0.0352,0.0701,0.1263,0.108,0.1523,0.163,0.103,0.2187,0.1542,0.263,0.294,0.2978,0.0699,0.1401,0.299,0.3915,0.3598,0.2403,0.4208,0.5675,0.6094,0.6323,0.6549,0.7673,1.0,0.8463,0.5509,0.4444,0.5169,0.4268,0.1802,0.0791,0.0535,0.1906,0.2561,0.2153,0.2769,0.2841,0.1733,0.0815,0.0335,0.0933,0.1018,0.0309,0.0208,0.0318,0.0132,0.0118,0.012,0.0051,0.007,0.0015,0.0035,8.0E-4,0.0044,0.0077,R
0.0114,0.0222,0.0269,0.0384,0.1217,0.2062,0.1489,0.0929,0.135,0.1799,0.2486,0.2973,0.3672,0.4394,0.5258,0.6755,0.7402,0.8284,0.9033,0.9584,1.0,0.9982,0.8899,0.7493,0.6367,0.6744,0.7207,0.6821,0.5512,0.4789,0.3924,0.2533,0.1089,0.139,0.2551,0.3301,0.2818,0.2142,0.2266,0.2142,0.2354,0.2871,0.2596,0.1925,0.1256,0.1003,0.0951,0.121,0.0728,0.0174,0.0213,0.0269,0.0152,0.0257,0.0097,0.0041,0.005,0.0145,0.0103,0.0025,M
