@relation .a/sonar/sonar
@attribute 0.0200 real [0.0015, 0.1371]
@attribute 0.0371 real [6.0E-4, 0.2339]
@attribute 0.0428 real [0.0015, 0.3059]
@attribute 0.0207 real [0.0058, 0.4264]
@attribute 0.0954 real [0.0067, 0.401]
@attribute 0.0986 real [0.0102, 0.3823]
@attribute 0.1539 real [0.0033, 0.3729]
@attribute 0.1601 real [0.0055, 0.459]
@attribute 0.3109 real [0.0075, 0.6828]
@attribute 0.2111 real [0.0113, 0.7106]
@attribute 0.1609 real [0.0289, 0.7342]
@attribute 0.1582 real [0.0236, 0.706]
@attribute 0.2238 real [0.0184, 0.7131]
@attribute 0.0645 real [0.0273, 0.997]
@attribute 0.0660 real [0.0031, 1.0]
@attribute 0.2273 real [0.0162, 0.9988]
@attribute 0.3100 real [0.0349, 1.0]
@attribute 0.2999 real [0.0375, 1.0]
@attribute 0.5078 real [0.0494, 1.0]
@attribute 0.4797 real [0.0656, 1.0]
@attribute 0.5783 real [0.0512, 1.0]
@attribute 0.5071 real [0.0219, 1.0]
@attribute 0.4328 real [0.0563, 1.0]
@attribute 0.5550 real [0.0239, 1.0]
@attribute 0.6711 real [0.024, 1.0]
@attribute 0.6415 real [0.0921, 1.0]
@attribute 0.7104 real [0.0481, 1.0]
@attribute 0.8080 real [0.0284, 1.0]
@attribute 0.6791 real [0.0144, 1.0]
@attribute 0.3857 real [0.0613, 1.0]
@attribute 0.1307 real [0.0482, 0.9657]
@attribute 0.2604 real [0.0404, 0.9306]
@attribute 0.5121 real [0.0477, 1.0]
@attribute 0.7547 real [0.0212, 0.9647]
@attribute 0.8537 real [0.0223, 1.0]
@attribute 0.8507 real [0.008, 1.0]
@attribute 0.6692 real [0.0351, 0.9497]
@attribute 0.6097 real [0.0383, 1.0]
@attribute 0.4943 real [0.0371, 0.9857]
@attribute 0.2744 real [0.0117, 0.9297]
@attribute 0.0510 real [0.036, 0.8995]
@attribute 0.2834 real [0.0056, 0.8246]
@attribute 0.2825 real [0.0, 0.7733]
@attribute 0.4256 real [0.0, 0.7762]
@attribute 0.2641 real [0.0, 0.7034]
@attribute 0.1386 real [0.0, 0.7292]
@attribute 0.1051 real [0.0, 0.5522]
@attribute 0.1343 real [0.0, 0.3339]
@attribute 0.0383 real [0.0, 0.1981]
@attribute 0.0324 real [0.0, 0.0825]
@attribute 0.0232 real [0.0, 0.1004]
@attribute 0.0027 real [8.0E-4, 0.0709]
@attribute 0.0065 real [5.0E-4, 0.039]
@attribute 0.0159 real [0.001, 0.0352]
@attribute 0.0072 real [6.0E-4, 0.0447]
@attribute 0.0167 real [4.0E-4, 0.0394]
@attribute 0.0180 real [3.0E-4, 0.0355]
@attribute 0.0084 real [3.0E-4, 0.044]
@attribute 0.0090 real [1.0E-4, 0.0364]
@attribute 0.0032 real [6.0E-4, 0.0439]
@attribute R {R, M}
@inputs 0.0200, 0.0371, 0.0428, 0.0207, 0.0954, 0.0986, 0.1539, 0.1601, 0.3109, 0.2111, 0.1609, 0.1582, 0.2238, 0.0645, 0.0660, 0.2273, 0.3100, 0.2999, 0.5078, 0.4797, 0.5783, 0.5071, 0.4328, 0.5550, 0.6711, 0.6415, 0.7104, 0.8080, 0.6791, 0.3857, 0.1307, 0.2604, 0.5121, 0.7547, 0.8537, 0.8507, 0.6692, 0.6097, 0.4943, 0.2744, 0.0510, 0.2834, 0.2825, 0.4256, 0.2641, 0.1386, 0.1051, 0.1343, 0.0383, 0.0324, 0.0232, 0.0027, 0.0065, 0.0159, 0.0072, 0.0167, 0.0180, 0.0084, 0.0090, 0.0032
@outputs R
@data
0.0453, 0.0523, 0.0843, 0.0689, 0.1183, 0.2583, 0.2156, 0.3481, 0.3337, 0.2872, 0.4918, 0.6552, 0.6919, 0.7797, 0.7464, 0.9444, 1.0, 0.8874, 0.8024, 0.7818, 0.5212, 0.4052, 0.3957, 0.3914, 0.325, 0.32, 0.3271, 0.2767, 0.4423, 0.2028, 0.3788, 0.2947, 0.1984, 0.2341, 0.1306, 0.4182, 0.3835, 0.1057, 0.184, 0.197, 0.1674, 0.0583, 0.1401, 0.1628, 0.0621, 0.0203, 0.053, 0.0742, 0.0409, 0.0061, 0.0125, 0.0084, 0.0089, 0.0048, 0.0094, 0.0191, 0.014, 0.0049, 0.0052, 0.0044, R
0.0262, 0.0582, 0.1099, 0.1083, 0.0974, 0.228, 0.2431, 0.3771, 0.5598, 0.6194, 0.6333, 0.706, 0.5544, 0.532, 0.6479, 0.6931, 0.6759, 0.7551, 0.8929, 0.8619, 0.7974, 0.6737, 0.4293, 0.3648, 0.5331, 0.2413, 0.507, 0.8533, 0.6036, 0.8514, 0.8512, 0.5045, 0.1862, 0.2709, 0.4232, 0.3043, 0.6116, 0.6756, 0.5375, 0.4719, 0.4647, 0.2587, 0.2129, 0.2222, 0.2111, 0.0176, 0.1348, 0.0744, 0.013, 0.0106, 0.0033, 0.0232, 0.0166, 0.0095, 0.018, 0.0244, 0.0316, 0.0164, 0.0095, 0.0078, R
0.009, 0.0062, 0.0253, 0.0489, 0.1197, 0.1589, 0.1392, 0.0987, 0.0955, 0.1895, 0.1896, 0.2547, 0.4073, 0.2988, 0.2901, 0.5326, 0.4022, 0.1571, 0.3024, 0.3907, 0.3542, 0.4438, 0.6414, 0.4601, 0.6009, 0.869, 0.8345, 0.7669, 0.5081, 0.462, 0.538, 0.5375, 0.3844, 0.3601, 0.7402, 0.7761, 0.3858, 0.0667, 0.3684, 0.6114, 0.351, 0.2312, 0.2195, 0.3051, 0.1937, 0.157, 0.0479, 0.0538, 0.0146, 0.0068, 0.0187, 0.0059, 0.0095, 0.0194, 0.008, 0.0152, 0.0158, 0.0053, 0.0189, 0.0102, R
0.0177, 0.03, 0.0288, 0.0394, 0.063, 0.0526, 0.0688, 0.0633, 0.0624, 0.0613, 0.168, 0.3476, 0.4561, 0.5188, 0.6308, 0.7201, 0.5153, 0.3818, 0.2644, 0.3345, 0.4865, 0.6628, 0.7389, 0.9213, 1.0, 0.775, 0.5593, 0.6172, 0.8635, 0.6592, 0.477, 0.4983, 0.333, 0.3076, 0.2876, 0.2226, 0.0794, 0.0603, 0.1049, 0.0606, 0.153, 0.0983, 0.1643, 0.1901, 0.1107, 0.1917, 0.1467, 0.0392, 0.0356, 0.027, 0.0168, 0.0102, 0.0122, 0.0044, 0.0075, 0.0124, 0.0099, 0.0057, 0.0032, 0.0019, R
0.0131, 0.0068, 0.0308, 0.0311, 0.0085, 0.0767, 0.0771, 0.064, 0.0726, 0.0901, 0.075, 0.0844, 0.1226, 0.1619, 0.2317, 0.2934, 0.3526, 0.3657, 0.3221, 0.3093, 0.4084, 0.4285, 0.4663, 0.5956, 0.6948, 0.8386, 0.8875, 0.6404, 0.3308, 0.3425, 0.492, 0.4592, 0.3034, 0.4366, 0.5175, 0.5122, 0.4746, 0.4902, 0.4603, 0.446, 0.4196, 0.2873, 0.2296, 0.0949, 0.0095, 0.0527, 0.0383, 0.0107, 0.0108, 0.0077, 0.0109, 0.0062, 0.0028, 0.004, 0.0075, 0.0039, 0.0053, 0.0013, 0.0052, 0.0023, R
0.0152, 0.0102, 0.0113, 0.0263, 0.0097, 0.0391, 0.0857, 0.0915, 0.0949, 0.1504, 0.1911, 0.2115, 0.2249, 0.2573, 0.1701, 0.2023, 0.2538, 0.3417, 0.4026, 0.4553, 0.5525, 0.5991, 0.5854, 0.7114, 0.95, 0.9858, 1.0, 0.9578, 0.8642, 0.7128, 0.5893, 0.4323, 0.2897, 0.1744, 0.077, 0.2297, 0.2459, 0.3101, 0.3312, 0.222, 0.0871, 0.2064, 0.1808, 0.1624, 0.112, 0.0815, 0.1117, 0.095, 0.0412, 0.012, 0.0048, 0.0049, 0.0041, 0.0036, 0.0013, 0.0046, 0.0037, 0.0011, 0.0034, 0.0033, R
0.013, 6.0E-4, 0.0088, 0.0456, 0.0525, 0.0778, 0.0931, 0.0941, 0.1711, 0.1483, 0.1532, 0.11, 0.089, 0.1236, 0.1197, 0.1145, 0.2137, 0.2838, 0.364, 0.543, 0.6673, 0.7979, 0.9273, 0.9027, 0.9192, 1.0, 0.9821, 0.9092, 0.8184, 0.6962, 0.59, 0.5447, 0.5142, 0.5389, 0.5531, 0.5318, 0.4826, 0.379, 0.1831, 0.175, 0.1679, 0.0674, 0.0609, 0.0375, 0.0533, 0.0278, 0.0179, 0.0114, 0.0073, 0.0116, 0.0092, 0.0078, 0.0041, 0.0013, 0.0011, 0.0045, 0.0039, 0.0022, 0.0023, 0.0016, R
0.0176, 0.0172, 0.0501, 0.0285, 0.0262, 0.0351, 0.0362, 0.0535, 0.0258, 0.0474, 0.0526, 0.1854, 0.104, 0.0948, 0.0912, 0.1688, 0.1568, 0.0375, 0.1316, 0.2086, 0.1976, 0.0946, 0.1965, 0.1242, 0.0616, 0.2141, 0.4642, 0.6471, 0.634, 0.6107, 0.7046, 0.5376, 0.5934, 0.8443, 0.9481, 0.9705, 0.7766, 0.6313, 0.576, 0.6148, 0.545, 0.4813, 0.3406, 0.1916, 0.1134, 0.064, 0.0911, 0.098, 0.0563, 0.0187, 0.0088, 0.0042, 0.0175, 0.0171, 0.0079, 0.005, 0.0112, 0.0179, 0.0294, 0.0063, R
0.0274, 0.0242, 0.0621, 0.056, 0.1129, 0.0973, 0.1823, 0.1745, 0.144, 0.1808, 0.2366, 0.0906, 0.1749, 0.4012, 0.5187, 0.7312, 0.9062, 0.926, 0.7434, 0.4463, 0.5103, 0.6952, 0.7755, 0.8364, 0.7283, 0.6399, 0.5759, 0.4146, 0.3495, 0.4437, 0.2665, 0.2024, 0.1942, 0.0765, 0.3725, 0.5843, 0.4827, 0.2347, 0.0999, 0.3244, 0.399, 0.2975, 0.1684, 0.1761, 0.1683, 0.0729, 0.119, 0.1297, 0.0748, 0.0067, 0.0255, 0.0113, 0.0108, 0.0085, 0.0047, 0.0074, 0.0104, 0.0161, 0.022, 0.0173, R
0.0181, 0.0146, 0.0026, 0.0141, 0.0421, 0.0473, 0.0361, 0.0741, 0.1398, 0.1045, 0.0904, 0.0671, 0.0997, 0.1056, 0.0346, 0.1231, 0.1626, 0.3652, 0.3262, 0.2995, 0.2109, 0.2104, 0.2085, 0.2282, 0.0747, 0.1969, 0.4086, 0.6385, 0.797, 0.7508, 0.5517, 0.2214, 0.4672, 0.4479, 0.2297, 0.3235, 0.448, 0.5581, 0.652, 0.5354, 0.2478, 0.2268, 0.1788, 0.0898, 0.0536, 0.0374, 0.099, 0.0956, 0.0317, 0.0142, 0.0076, 0.0223, 0.0255, 0.0145, 0.0233, 0.0041, 0.0018, 0.0048, 0.0089, 0.0085, R
