@relation .a/sonar/sonar
@attribute 0.0200 real [0.0015, 0.1371]
@attribute 0.0371 real [6.0E-4, 0.2339]
@attribute 0.0428 real [0.0015, 0.3059]
@attribute 0.0207 real [0.0058, 0.4264]
@attribute 0.0954 real [0.0067, 0.401]
@attribute 0.0986 real [0.0102, 0.3823]
@attribute 0.1539 real [0.0033, 0.3729]
@attribute 0.1601 real [0.0055, 0.459]
@attribute 0.3109 real [0.0075, 0.6828]
@attribute 0.2111 real [0.0113, 0.7106]
@attribute 0.1609 real [0.0289, 0.7342]
@attribute 0.1582 real [0.0236, 0.706]
@attribute 0.2238 real [0.0184, 0.7131]
@attribute 0.0645 real [0.0273, 0.997]
@attribute 0.0660 real [0.0031, 1.0]
@attribute 0.2273 real [0.0162, 0.9988]
@attribute 0.3100 real [0.0349, 1.0]
@attribute 0.2999 real [0.0375, 1.0]
@attribute 0.5078 real [0.0494, 1.0]
@attribute 0.4797 real [0.0656, 1.0]
@attribute 0.5783 real [0.0512, 1.0]
@attribute 0.5071 real [0.0219, 1.0]
@attribute 0.4328 real [0.0563, 1.0]
@attribute 0.5550 real [0.0239, 1.0]
@attribute 0.6711 real [0.024, 1.0]
@attribute 0.6415 real [0.0921, 1.0]
@attribute 0.7104 real [0.0481, 1.0]
@attribute 0.8080 real [0.0284, 1.0]
@attribute 0.6791 real [0.0144, 1.0]
@attribute 0.3857 real [0.0613, 1.0]
@attribute 0.1307 real [0.0482, 0.9657]
@attribute 0.2604 real [0.0404, 0.9306]
@attribute 0.5121 real [0.0477, 1.0]
@attribute 0.7547 real [0.0212, 0.9647]
@attribute 0.8537 real [0.0223, 1.0]
@attribute 0.8507 real [0.008, 1.0]
@attribute 0.6692 real [0.0351, 0.9497]
@attribute 0.6097 real [0.0383, 1.0]
@attribute 0.4943 real [0.0371, 0.9857]
@attribute 0.2744 real [0.0117, 0.9297]
@attribute 0.0510 real [0.036, 0.8995]
@attribute 0.2834 real [0.0056, 0.8246]
@attribute 0.2825 real [0.0, 0.7733]
@attribute 0.4256 real [0.0, 0.7762]
@attribute 0.2641 real [0.0, 0.7034]
@attribute 0.1386 real [0.0, 0.7292]
@attribute 0.1051 real [0.0, 0.5522]
@attribute 0.1343 real [0.0, 0.3339]
@attribute 0.0383 real [0.0, 0.1981]
@attribute 0.0324 real [0.0, 0.0825]
@attribute 0.0232 real [0.0, 0.1004]
@attribute 0.0027 real [8.0E-4, 0.0709]
@attribute 0.0065 real [5.0E-4, 0.039]
@attribute 0.0159 real [0.001, 0.0352]
@attribute 0.0072 real [6.0E-4, 0.0447]
@attribute 0.0167 real [4.0E-4, 0.0394]
@attribute 0.0180 real [3.0E-4, 0.0355]
@attribute 0.0084 real [3.0E-4, 0.044]
@attribute 0.0090 real [1.0E-4, 0.0364]
@attribute 0.0032 real [6.0E-4, 0.0439]
@attribute R {R, M}
@inputs 0.0200, 0.0371, 0.0428, 0.0207, 0.0954, 0.0986, 0.1539, 0.1601, 0.3109, 0.2111, 0.1609, 0.1582, 0.2238, 0.0645, 0.0660, 0.2273, 0.3100, 0.2999, 0.5078, 0.4797, 0.5783, 0.5071, 0.4328, 0.5550, 0.6711, 0.6415, 0.7104, 0.8080, 0.6791, 0.3857, 0.1307, 0.2604, 0.5121, 0.7547, 0.8537, 0.8507, 0.6692, 0.6097, 0.4943, 0.2744, 0.0510, 0.2834, 0.2825, 0.4256, 0.2641, 0.1386, 0.1051, 0.1343, 0.0383, 0.0324, 0.0232, 0.0027, 0.0065, 0.0159, 0.0072, 0.0167, 0.0180, 0.0084, 0.0090, 0.0032
@outputs R
@data
0.0664, 0.0575, 0.0842, 0.0372, 0.0458, 0.0771, 0.0771, 0.113, 0.2353, 0.1838, 0.2869, 0.4129, 0.3647, 0.1984, 0.284, 0.4039, 0.5837, 0.6792, 0.6086, 0.4858, 0.3246, 0.2013, 0.2082, 0.1686, 0.2484, 0.2736, 0.2984, 0.4655, 0.699, 0.7474, 0.7956, 0.7981, 0.6715, 0.6942, 0.744, 0.8169, 0.8912, 1.0, 0.8753, 0.7061, 0.6803, 0.5898, 0.4618, 0.3639, 0.1492, 0.1216, 0.1306, 0.1198, 0.0578, 0.0235, 0.0135, 0.0141, 0.019, 0.0043, 0.0036, 0.0026, 0.0024, 0.0162, 0.0109, 0.0079, R
0.0099, 0.0484, 0.0299, 0.0297, 0.0652, 0.1077, 0.2363, 0.2385, 0.0075, 0.1882, 0.1456, 0.1892, 0.3176, 0.134, 0.2169, 0.2458, 0.2589, 0.2786, 0.2298, 0.0656, 0.1441, 0.1179, 0.1668, 0.1783, 0.2476, 0.257, 0.1036, 0.5356, 0.7124, 0.6291, 0.4756, 0.6015, 0.7208, 0.6234, 0.5725, 0.7523, 0.8712, 0.9252, 0.9709, 0.9297, 0.8995, 0.7911, 0.56, 0.2838, 0.4407, 0.5507, 0.4331, 0.2905, 0.1981, 0.0779, 0.0396, 0.0173, 0.0149, 0.0115, 0.0202, 0.0139, 0.0029, 0.016, 0.0106, 0.0134, R
0.0115, 0.015, 0.0136, 0.0076, 0.0211, 0.1058, 0.1023, 0.044, 0.0931, 0.0734, 0.074, 0.0622, 0.1055, 0.1183, 0.1721, 0.2584, 0.3232, 0.3817, 0.4243, 0.4217, 0.4449, 0.4075, 0.3306, 0.4012, 0.4466, 0.5218, 0.7552, 0.9503, 1.0, 0.9084, 0.8283, 0.7571, 0.7262, 0.6152, 0.568, 0.5757, 0.5324, 0.3672, 0.1669, 0.0866, 0.0646, 0.1891, 0.2683, 0.2887, 0.2341, 0.1668, 0.1015, 0.1195, 0.0704, 0.0167, 0.0107, 0.0091, 0.0016, 0.0084, 0.0064, 0.0026, 0.0029, 0.0037, 0.007, 0.0041, R
0.0151, 0.032, 0.0599, 0.105, 0.1163, 0.1734, 0.1679, 0.1119, 0.0889, 0.1205, 0.0847, 0.1518, 0.2305, 0.2793, 0.3404, 0.4527, 0.695, 0.8807, 0.9154, 0.7542, 0.6736, 0.7146, 0.8335, 0.7701, 0.6993, 0.6543, 0.504, 0.4926, 0.4992, 0.4161, 0.1631, 0.0404, 0.0637, 0.2962, 0.3609, 0.1866, 0.0476, 0.1497, 0.2405, 0.198, 0.3175, 0.2379, 0.1716, 0.1559, 0.1556, 0.0422, 0.0493, 0.0476, 0.0219, 0.0059, 0.0086, 0.0061, 0.0015, 0.0084, 0.0128, 0.0054, 0.0011, 0.0019, 0.0023, 0.0062, R
0.0068, 0.0232, 0.0513, 0.0444, 0.0249, 0.0637, 0.0422, 0.113, 0.1911, 0.2475, 0.1606, 0.0922, 0.2398, 0.322, 0.4295, 0.2652, 0.0666, 0.1442, 0.2373, 0.2595, 0.2493, 0.3903, 0.6384, 0.8037, 0.7026, 0.6874, 0.6997, 0.8558, 1.0, 0.9621, 0.8996, 0.7575, 0.6902, 0.5686, 0.4396, 0.4546, 0.2959, 0.1587, 0.1681, 0.0842, 0.1173, 0.1754, 0.2728, 0.1705, 0.0194, 0.0213, 0.0354, 0.042, 0.0093, 0.0204, 0.0199, 0.0173, 0.0163, 0.0055, 0.0045, 0.0068, 0.0041, 0.0052, 0.0194, 0.0105, R
0.0093, 0.0185, 0.0056, 0.0064, 0.026, 0.0458, 0.047, 0.0057, 0.0425, 0.064, 0.0888, 0.1599, 0.1541, 0.2768, 0.2176, 0.2799, 0.3491, 0.2824, 0.2479, 0.3005, 0.43, 0.4684, 0.452, 0.5026, 0.6217, 0.6571, 0.6632, 0.7321, 0.8534, 1.0, 0.8448, 0.6354, 0.6308, 0.6211, 0.6976, 0.5868, 0.4889, 0.3683, 0.2043, 0.1469, 0.222, 0.1449, 0.149, 0.1211, 0.1144, 0.0791, 0.0365, 0.0152, 0.0085, 0.012, 0.0022, 0.0069, 0.0064, 0.0129, 0.0114, 0.0054, 0.0089, 0.005, 0.0058, 0.0025, R
0.0132, 0.008, 0.0188, 0.0141, 0.0436, 0.0668, 0.0609, 0.0131, 0.0899, 0.0922, 0.1445, 0.1475, 0.2087, 0.2558, 0.2603, 0.1985, 0.2394, 0.3134, 0.4077, 0.4529, 0.4893, 0.5666, 0.6234, 0.6741, 0.8282, 0.8823, 0.9196, 0.8965, 0.7549, 0.6736, 0.6463, 0.5007, 0.3663, 0.2298, 0.1362, 0.2123, 0.2395, 0.2673, 0.2865, 0.206, 0.1659, 0.2633, 0.2552, 0.1696, 0.1467, 0.1286, 0.0926, 0.0716, 0.0325, 0.0258, 0.0136, 0.0044, 0.0028, 0.0021, 0.0022, 0.0048, 0.0138, 0.014, 0.0028, 0.0064, R
0.0265, 0.044, 0.0137, 0.0084, 0.0305, 0.0438, 0.0341, 0.078, 0.0844, 0.0779, 0.0327, 0.206, 0.1908, 0.1065, 0.1457, 0.2232, 0.207, 0.1105, 0.1078, 0.1165, 0.2224, 0.0689, 0.206, 0.2384, 0.0904, 0.2278, 0.5872, 0.8457, 0.8467, 0.7679, 0.8055, 0.626, 0.6545, 0.8747, 0.9885, 0.9348, 0.696, 0.5733, 0.5872, 0.6663, 0.5651, 0.5247, 0.3684, 0.1997, 0.1512, 0.0508, 0.0931, 0.0982, 0.0524, 0.0188, 0.01, 0.0038, 0.0187, 0.0156, 0.0068, 0.0097, 0.0073, 0.0081, 0.0086, 0.0095, R
0.0229, 0.0369, 0.004, 0.0375, 0.0455, 0.1452, 0.2211, 0.1188, 0.075, 0.1631, 0.2709, 0.3358, 0.4091, 0.44, 0.5485, 0.7213, 0.8137, 0.9185, 1.0, 0.9418, 0.9116, 0.9349, 0.7484, 0.5146, 0.4106, 0.3443, 0.6981, 0.8713, 0.9013, 0.8014, 0.438, 0.1319, 0.1709, 0.2484, 0.3044, 0.2312, 0.1338, 0.2056, 0.2474, 0.279, 0.161, 0.0056, 0.0351, 0.1148, 0.1331, 0.0276, 0.0763, 0.0631, 0.0309, 0.024, 0.0115, 0.0064, 0.0022, 0.0122, 0.0151, 0.0056, 0.0026, 0.0029, 0.0104, 0.0163, R
0.0264, 0.0071, 0.0342, 0.0793, 0.1043, 0.0783, 0.1417, 0.1176, 0.0453, 0.0945, 0.1132, 0.084, 0.0717, 0.1968, 0.2633, 0.4191, 0.505, 0.6711, 0.7922, 0.8381, 0.8759, 0.9422, 1.0, 0.9931, 0.9575, 0.8647, 0.7215, 0.5801, 0.4964, 0.4886, 0.4079, 0.2443, 0.1768, 0.2472, 0.3518, 0.3762, 0.2909, 0.2311, 0.3168, 0.3554, 0.3741, 0.4443, 0.3261, 0.1963, 0.0864, 0.1688, 0.1991, 0.1217, 0.0628, 0.0323, 0.0253, 0.0214, 0.0262, 0.0177, 0.0037, 0.0068, 0.0121, 0.0077, 0.0078, 0.0066, M
