@relation .a/sonar/sonar
@attribute 0.0200 real [0.0015, 0.1371]
@attribute 0.0371 real [6.0E-4, 0.2339]
@attribute 0.0428 real [0.0015, 0.3059]
@attribute 0.0207 real [0.0058, 0.4264]
@attribute 0.0954 real [0.0067, 0.401]
@attribute 0.0986 real [0.0102, 0.3823]
@attribute 0.1539 real [0.0033, 0.3729]
@attribute 0.1601 real [0.0055, 0.459]
@attribute 0.3109 real [0.0075, 0.6828]
@attribute 0.2111 real [0.0113, 0.7106]
@attribute 0.1609 real [0.0289, 0.7342]
@attribute 0.1582 real [0.0236, 0.706]
@attribute 0.2238 real [0.0184, 0.7131]
@attribute 0.0645 real [0.0273, 0.997]
@attribute 0.0660 real [0.0031, 1.0]
@attribute 0.2273 real [0.0162, 0.9988]
@attribute 0.3100 real [0.0349, 1.0]
@attribute 0.2999 real [0.0375, 1.0]
@attribute 0.5078 real [0.0494, 1.0]
@attribute 0.4797 real [0.0656, 1.0]
@attribute 0.5783 real [0.0512, 1.0]
@attribute 0.5071 real [0.0219, 1.0]
@attribute 0.4328 real [0.0563, 1.0]
@attribute 0.5550 real [0.0239, 1.0]
@attribute 0.6711 real [0.024, 1.0]
@attribute 0.6415 real [0.0921, 1.0]
@attribute 0.7104 real [0.0481, 1.0]
@attribute 0.8080 real [0.0284, 1.0]
@attribute 0.6791 real [0.0144, 1.0]
@attribute 0.3857 real [0.0613, 1.0]
@attribute 0.1307 real [0.0482, 0.9657]
@attribute 0.2604 real [0.0404, 0.9306]
@attribute 0.5121 real [0.0477, 1.0]
@attribute 0.7547 real [0.0212, 0.9647]
@attribute 0.8537 real [0.0223, 1.0]
@attribute 0.8507 real [0.008, 1.0]
@attribute 0.6692 real [0.0351, 0.9497]
@attribute 0.6097 real [0.0383, 1.0]
@attribute 0.4943 real [0.0371, 0.9857]
@attribute 0.2744 real [0.0117, 0.9297]
@attribute 0.0510 real [0.036, 0.8995]
@attribute 0.2834 real [0.0056, 0.8246]
@attribute 0.2825 real [0.0, 0.7733]
@attribute 0.4256 real [0.0, 0.7762]
@attribute 0.2641 real [0.0, 0.7034]
@attribute 0.1386 real [0.0, 0.7292]
@attribute 0.1051 real [0.0, 0.5522]
@attribute 0.1343 real [0.0, 0.3339]
@attribute 0.0383 real [0.0, 0.1981]
@attribute 0.0324 real [0.0, 0.0825]
@attribute 0.0232 real [0.0, 0.1004]
@attribute 0.0027 real [8.0E-4, 0.0709]
@attribute 0.0065 real [5.0E-4, 0.039]
@attribute 0.0159 real [0.001, 0.0352]
@attribute 0.0072 real [6.0E-4, 0.0447]
@attribute 0.0167 real [4.0E-4, 0.0394]
@attribute 0.0180 real [3.0E-4, 0.0355]
@attribute 0.0084 real [3.0E-4, 0.044]
@attribute 0.0090 real [1.0E-4, 0.0364]
@attribute 0.0032 real [6.0E-4, 0.0439]
@attribute R {R, M}
@data
0.0473,0.0509,0.0819,0.1252,0.1783,0.307,0.3008,0.2362,0.383,0.3759,0.3021,0.2909,0.2301,0.1411,0.1582,0.243,0.4474,0.5964,0.6744,0.7969,0.8319,0.7813,0.8626,0.7369,0.4122,0.2596,0.3392,0.3788,0.4488,0.6281,0.7449,0.7328,0.7704,0.787,0.6048,0.586,0.6385,0.7279,0.6286,0.5316,0.4069,0.1791,0.1625,0.2527,0.1903,0.1643,0.0604,0.0209,0.0436,0.0175,0.0107,0.0193,0.0118,0.0064,0.0042,0.0054,0.0049,0.0082,0.0028,0.0027,R
0.0333,0.0221,0.027,0.0481,0.0679,0.0981,0.0843,0.1172,0.0759,0.092,0.1475,0.0522,0.1119,0.097,0.1174,0.1678,0.1642,0.1205,0.0494,0.1544,0.3485,0.6146,0.9146,0.9364,0.8677,0.8772,0.8553,0.8833,1.0,0.8296,0.6601,0.5499,0.5716,0.6859,0.6825,0.5142,0.275,0.1358,0.1551,0.2646,0.1994,0.1883,0.2746,0.1651,0.0575,0.0695,0.0598,0.0456,0.0021,0.0068,0.0036,0.0022,0.0032,0.006,0.0054,0.0063,0.0143,0.0132,0.0051,0.0041,R
0.019,0.0038,0.0642,0.0452,0.0333,0.069,0.0901,0.1454,0.074,0.0349,0.1459,0.3473,0.3197,0.2823,0.0166,0.0572,0.2164,0.4563,0.3819,0.5627,0.6484,0.7235,0.8242,0.8766,1.0,0.8582,0.6563,0.5087,0.4817,0.453,0.4521,0.4532,0.5385,0.5308,0.5356,0.5271,0.426,0.2436,0.1205,0.3845,0.4107,0.5067,0.4216,0.2479,0.1586,0.1124,0.0651,0.0789,0.0325,0.007,0.0026,0.0093,0.0118,0.0112,0.0094,0.014,0.0072,0.0022,0.0055,0.0122,R
0.0119,0.0582,0.0623,0.06,0.1397,0.1883,0.1422,0.1447,0.0487,0.0864,0.2143,0.372,0.2665,0.2113,0.1103,0.1136,0.1934,0.4142,0.3279,0.6222,0.7468,0.7676,0.7867,0.8253,1.0,0.9481,0.7539,0.6008,0.5437,0.5387,0.5619,0.5141,0.6084,0.5621,0.5956,0.6078,0.5025,0.2829,0.0477,0.2811,0.3422,0.5147,0.4372,0.247,0.1708,0.1343,0.0838,0.0755,0.0304,0.0074,0.0069,0.0025,0.0103,0.0074,0.0123,0.0069,0.0076,0.0073,0.003,0.0138,R
0.0125,0.0152,0.0218,0.0175,0.0362,0.0696,0.0873,0.0616,0.1252,0.1302,0.0888,0.05,0.0628,0.1274,0.0801,0.0742,0.2048,0.295,0.3193,0.4567,0.5959,0.7101,0.8225,0.8425,0.9065,0.9802,1.0,0.8752,0.7583,0.6616,0.5786,0.5128,0.4776,0.4994,0.5197,0.5071,0.4577,0.3505,0.1845,0.189,0.1967,0.1041,0.055,0.0492,0.0622,0.0505,0.0247,0.0219,0.0102,0.0047,0.0019,0.0041,0.0074,0.003,0.005,0.0048,0.0017,0.0041,0.0086,0.0058,R
0.0368,0.0403,0.0317,0.0293,0.082,0.1342,0.1161,0.0663,0.0155,0.0506,0.0906,0.2545,0.1464,0.1272,0.1223,0.1669,0.1424,0.1285,0.1857,0.1136,0.2069,0.0219,0.24,0.2547,0.024,0.1923,0.4753,0.7003,0.6825,0.6443,0.7063,0.5373,0.6601,0.8708,0.9518,0.9605,0.7712,0.6772,0.6431,0.672,0.6035,0.5155,0.3802,0.2278,0.1522,0.0801,0.0804,0.0752,0.0566,0.0175,0.0058,0.0091,0.016,0.016,0.0081,0.007,0.0135,0.0067,0.0078,0.0068,R
0.0065,0.0122,0.0068,0.0108,0.0217,0.0284,0.0527,0.0575,0.1054,0.1109,0.0937,0.0827,0.092,0.0911,0.1487,0.1666,0.1268,0.1374,0.1095,0.1286,0.2146,0.2889,0.4238,0.6168,0.8167,0.9622,0.828,0.5816,0.4667,0.3539,0.2727,0.141,0.1863,0.2176,0.236,0.1725,0.0589,0.0621,0.1847,0.2452,0.2984,0.3041,0.2275,0.148,0.1102,0.1178,0.0608,0.0333,0.0276,0.01,0.0023,0.0069,0.0025,0.0027,0.0052,0.0036,0.0026,0.0036,6.0E-4,0.0035,R
0.0231,0.0351,0.003,0.0304,0.0339,0.086,0.1738,0.1351,0.1063,0.0347,0.0575,0.1382,0.2274,0.4038,0.5223,0.6847,0.7521,0.776,0.7708,0.8627,1.0,0.8873,0.8057,0.876,0.9066,0.943,0.8846,0.65,0.297,0.2423,0.2992,0.2285,0.2277,0.1529,0.1037,0.0352,0.1073,0.1373,0.1331,0.1454,0.1115,0.044,0.0762,0.1381,0.0831,0.0654,0.0844,0.0595,0.0497,0.0313,0.0154,0.0106,0.0097,0.0022,0.0052,0.0072,0.0056,0.0038,0.0043,0.003,R
0.0217,0.034,0.0392,0.0236,0.1081,0.1164,0.1398,0.1009,0.1147,0.1777,0.4079,0.4113,0.3973,0.5078,0.6509,0.8073,0.9819,1.0,0.9407,0.8452,0.8106,0.846,0.6212,0.5815,0.7745,0.8204,0.5601,0.2989,0.5009,0.6628,0.5753,0.4055,0.3746,0.3481,0.158,0.1422,0.213,0.1866,0.1003,0.2396,0.2241,0.2029,0.071,0.1606,0.1669,0.17,0.1829,0.1403,0.0506,0.0224,0.0095,0.0031,0.0103,0.0078,0.0077,0.0094,0.0031,0.003,0.0013,0.0069,R
0.0307,0.0523,0.0653,0.0521,0.0611,0.0577,0.0665,0.0664,0.146,0.2792,0.3877,0.4992,0.4981,0.4972,0.5607,0.7339,0.823,0.9173,0.9975,0.9911,0.824,0.6498,0.598,0.4862,0.315,0.1543,0.0989,0.0284,0.1008,0.2636,0.2694,0.293,0.2925,0.3998,0.366,0.3172,0.4609,0.4374,0.182,0.3376,0.6202,0.4448,0.1863,0.142,0.0589,0.0576,0.0672,0.0269,0.0245,0.019,0.0063,0.0321,0.0189,0.0137,0.0277,0.0152,0.0052,0.0121,0.0124,0.0055,M
