@relation .a/sonar/sonar
@attribute 0.0200 real [0.0015, 0.1371]
@attribute 0.0371 real [6.0E-4, 0.2339]
@attribute 0.0428 real [0.0015, 0.3059]
@attribute 0.0207 real [0.0058, 0.4264]
@attribute 0.0954 real [0.0067, 0.401]
@attribute 0.0986 real [0.0102, 0.3823]
@attribute 0.1539 real [0.0033, 0.3729]
@attribute 0.1601 real [0.0055, 0.459]
@attribute 0.3109 real [0.0075, 0.6828]
@attribute 0.2111 real [0.0113, 0.7106]
@attribute 0.1609 real [0.0289, 0.7342]
@attribute 0.1582 real [0.0236, 0.706]
@attribute 0.2238 real [0.0184, 0.7131]
@attribute 0.0645 real [0.0273, 0.997]
@attribute 0.0660 real [0.0031, 1.0]
@attribute 0.2273 real [0.0162, 0.9988]
@attribute 0.3100 real [0.0349, 1.0]
@attribute 0.2999 real [0.0375, 1.0]
@attribute 0.5078 real [0.0494, 1.0]
@attribute 0.4797 real [0.0656, 1.0]
@attribute 0.5783 real [0.0512, 1.0]
@attribute 0.5071 real [0.0219, 1.0]
@attribute 0.4328 real [0.0563, 1.0]
@attribute 0.5550 real [0.0239, 1.0]
@attribute 0.6711 real [0.024, 1.0]
@attribute 0.6415 real [0.0921, 1.0]
@attribute 0.7104 real [0.0481, 1.0]
@attribute 0.8080 real [0.0284, 1.0]
@attribute 0.6791 real [0.0144, 1.0]
@attribute 0.3857 real [0.0613, 1.0]
@attribute 0.1307 real [0.0482, 0.9657]
@attribute 0.2604 real [0.0404, 0.9306]
@attribute 0.5121 real [0.0477, 1.0]
@attribute 0.7547 real [0.0212, 0.9647]
@attribute 0.8537 real [0.0223, 1.0]
@attribute 0.8507 real [0.008, 1.0]
@attribute 0.6692 real [0.0351, 0.9497]
@attribute 0.6097 real [0.0383, 1.0]
@attribute 0.4943 real [0.0371, 0.9857]
@attribute 0.2744 real [0.0117, 0.9297]
@attribute 0.0510 real [0.036, 0.8995]
@attribute 0.2834 real [0.0056, 0.8246]
@attribute 0.2825 real [0.0, 0.7733]
@attribute 0.4256 real [0.0, 0.7762]
@attribute 0.2641 real [0.0, 0.7034]
@attribute 0.1386 real [0.0, 0.7292]
@attribute 0.1051 real [0.0, 0.5522]
@attribute 0.1343 real [0.0, 0.3339]
@attribute 0.0383 real [0.0, 0.1981]
@attribute 0.0324 real [0.0, 0.0825]
@attribute 0.0232 real [0.0, 0.1004]
@attribute 0.0027 real [8.0E-4, 0.0709]
@attribute 0.0065 real [5.0E-4, 0.039]
@attribute 0.0159 real [0.001, 0.0352]
@attribute 0.0072 real [6.0E-4, 0.0447]
@attribute 0.0167 real [4.0E-4, 0.0394]
@attribute 0.0180 real [3.0E-4, 0.0355]
@attribute 0.0084 real [3.0E-4, 0.044]
@attribute 0.0090 real [1.0E-4, 0.0364]
@attribute 0.0032 real [6.0E-4, 0.0439]
@attribute R {R, M}
@inputs 0.0200, 0.0371, 0.0428, 0.0207, 0.0954, 0.0986, 0.1539, 0.1601, 0.3109, 0.2111, 0.1609, 0.1582, 0.2238, 0.0645, 0.0660, 0.2273, 0.3100, 0.2999, 0.5078, 0.4797, 0.5783, 0.5071, 0.4328, 0.5550, 0.6711, 0.6415, 0.7104, 0.8080, 0.6791, 0.3857, 0.1307, 0.2604, 0.5121, 0.7547, 0.8537, 0.8507, 0.6692, 0.6097, 0.4943, 0.2744, 0.0510, 0.2834, 0.2825, 0.4256, 0.2641, 0.1386, 0.1051, 0.1343, 0.0383, 0.0324, 0.0232, 0.0027, 0.0065, 0.0159, 0.0072, 0.0167, 0.0180, 0.0084, 0.0090, 0.0032
@outputs R
@data
0.0079, 0.0086, 0.0055, 0.025, 0.0344, 0.0546, 0.0528, 0.0958, 0.1009, 0.124, 0.1097, 0.1215, 0.1874, 0.3383, 0.3227, 0.2723, 0.3943, 0.6432, 0.7271, 0.8673, 0.9674, 0.9847, 0.948, 0.8036, 0.6833, 0.5136, 0.309, 0.0832, 0.4019, 0.2344, 0.1905, 0.1235, 0.1717, 0.2351, 0.2489, 0.3649, 0.3382, 0.1589, 0.0989, 0.1089, 0.1043, 0.0839, 0.1391, 0.0819, 0.0678, 0.0663, 0.1202, 0.0692, 0.0152, 0.0266, 0.0174, 0.0176, 0.0127, 0.0088, 0.0098, 0.0019, 0.0059, 0.0058, 0.0059, 0.0032, R
0.0094, 0.0166, 0.0398, 0.0359, 0.0681, 0.0706, 0.102, 0.0893, 0.0381, 0.1328, 0.1303, 0.0273, 0.0644, 0.0712, 0.1204, 0.0717, 0.1224, 0.2349, 0.3684, 0.3918, 0.4925, 0.8793, 0.9606, 0.8786, 0.6905, 0.6937, 0.5674, 0.654, 0.7802, 0.7575, 0.5836, 0.6316, 0.8108, 0.9039, 0.8647, 0.6695, 0.4027, 0.237, 0.2685, 0.3662, 0.3267, 0.22, 0.2996, 0.2205, 0.1163, 0.0635, 0.0465, 0.0422, 0.0174, 0.0172, 0.0134, 0.0141, 0.0191, 0.0145, 0.0065, 0.0129, 0.0217, 0.0087, 0.0077, 0.0122, R
0.0087, 0.0046, 0.0081, 0.023, 0.0586, 0.0682, 0.0993, 0.0717, 0.0576, 0.0818, 0.1315, 0.1862, 0.2789, 0.2579, 0.224, 0.2568, 0.2933, 0.2991, 0.3924, 0.4691, 0.5665, 0.6464, 0.6774, 0.7577, 0.8856, 0.9419, 1.0, 0.8564, 0.679, 0.5587, 0.4147, 0.2946, 0.2025, 0.0688, 0.1171, 0.2157, 0.2216, 0.2776, 0.2309, 0.1444, 0.1513, 0.1745, 0.1756, 0.1424, 0.0908, 0.0138, 0.0469, 0.048, 0.0159, 0.0045, 0.0015, 0.0052, 0.0038, 0.0079, 0.0114, 0.005, 0.003, 0.0064, 0.0058, 0.003, R
0.0216, 0.0215, 0.0273, 0.0139, 0.0357, 0.0785, 0.0906, 0.0908, 0.1151, 0.0973, 0.1203, 0.1102, 0.1192, 0.1762, 0.239, 0.2138, 0.1929, 0.1765, 0.0746, 0.1265, 0.2005, 0.1571, 0.2605, 0.5386, 0.844, 1.0, 0.8684, 0.6742, 0.5537, 0.4638, 0.3609, 0.2055, 0.162, 0.2092, 0.31, 0.2344, 0.1058, 0.0383, 0.0528, 0.1291, 0.2241, 0.1915, 0.1587, 0.0942, 0.084, 0.067, 0.0342, 0.0469, 0.0357, 0.0136, 0.0082, 0.014, 0.0044, 0.0052, 0.0073, 0.0021, 0.0047, 0.0024, 9.0E-4, 0.0017, R
0.0208, 0.0186, 0.0131, 0.0211, 0.061, 0.0613, 0.0612, 0.0506, 0.0989, 0.1093, 0.1063, 0.1179, 0.1291, 0.1591, 0.168, 0.1918, 0.1615, 0.1647, 0.1397, 0.1426, 0.2429, 0.2816, 0.429, 0.6443, 0.9061, 1.0, 0.8087, 0.6119, 0.526, 0.3677, 0.2746, 0.102, 0.1339, 0.1582, 0.1952, 0.1787, 0.0429, 0.1096, 0.1762, 0.2481, 0.315, 0.292, 0.1902, 0.0696, 0.0758, 0.091, 0.0441, 0.0244, 0.0265, 0.0095, 0.014, 0.0074, 0.0063, 0.0081, 0.0087, 0.0044, 0.0028, 0.0019, 0.0049, 0.0023, R
0.0336, 0.0294, 0.0476, 0.0539, 0.0794, 0.0804, 0.1136, 0.1228, 0.1235, 0.0842, 0.0357, 0.0689, 0.1705, 0.3257, 0.4602, 0.6225, 0.7327, 0.7843, 0.7988, 0.8261, 1.0, 0.9814, 0.962, 0.9601, 0.9118, 0.9086, 0.7931, 0.5877, 0.3474, 0.4235, 0.4633, 0.341, 0.2849, 0.2847, 0.1742, 0.0549, 0.1192, 0.1154, 0.0855, 0.1811, 0.1264, 0.0799, 0.0378, 0.1268, 0.1125, 0.0505, 0.0949, 0.0677, 0.0259, 0.017, 0.0033, 0.015, 0.0111, 0.0032, 0.0035, 0.0169, 0.0137, 0.0015, 0.0069, 0.0051, R
0.0378, 0.0318, 0.0423, 0.035, 0.1787, 0.1635, 0.0887, 0.0817, 0.1779, 0.2053, 0.3135, 0.3118, 0.3686, 0.3885, 0.585, 0.7868, 0.9739, 1.0, 0.9843, 0.861, 0.8443, 0.9061, 0.5847, 0.4033, 0.5946, 0.6793, 0.6389, 0.5002, 0.5578, 0.4831, 0.4729, 0.3318, 0.3969, 0.3894, 0.2314, 0.1036, 0.1312, 0.0864, 0.2569, 0.3179, 0.2649, 0.2714, 0.1713, 0.0584, 0.123, 0.22, 0.2198, 0.1074, 0.0423, 0.0162, 0.0093, 0.0046, 0.0044, 0.0078, 0.0102, 0.0065, 0.0061, 0.0062, 0.0043, 0.0053, R
0.0235, 0.0291, 0.0749, 0.0519, 0.0227, 0.0834, 0.0677, 0.2002, 0.2876, 0.3674, 0.2974, 0.0837, 0.1912, 0.504, 0.6352, 0.6804, 0.7505, 0.6595, 0.4509, 0.2964, 0.4019, 0.6794, 0.8297, 1.0, 0.824, 0.7115, 0.7726, 0.6124, 0.4936, 0.5648, 0.4906, 0.182, 0.1811, 0.1107, 0.4603, 0.665, 0.6423, 0.2166, 0.1951, 0.4947, 0.4925, 0.4041, 0.2402, 0.1392, 0.1779, 0.1946, 0.1723, 0.1522, 0.0929, 0.0179, 0.0242, 0.0083, 0.0037, 0.0095, 0.0105, 0.003, 0.0132, 0.0068, 0.0108, 0.009, R
0.0459, 0.0437, 0.0347, 0.0456, 0.0067, 0.089, 0.1798, 0.1741, 0.1598, 0.1408, 0.2693, 0.3259, 0.4545, 0.5785, 0.4471, 0.2231, 0.2164, 0.3201, 0.2915, 0.4235, 0.446, 0.238, 0.6415, 0.8966, 0.8918, 0.7529, 0.6838, 0.839, 1.0, 0.8362, 0.5427, 0.4577, 0.8067, 0.6973, 0.3915, 0.1558, 0.1598, 0.2161, 0.5178, 0.4782, 0.2344, 0.3599, 0.2785, 0.1807, 0.0352, 0.0473, 0.0322, 0.0408, 0.0163, 0.0088, 0.0121, 0.0067, 0.0032, 0.0109, 0.0164, 0.0151, 0.007, 0.0085, 0.0117, 0.0056, R
0.0291, 0.04, 0.0771, 0.0809, 0.0521, 0.1051, 0.0145, 0.0674, 0.1294, 0.1146, 0.0942, 0.0794, 0.0252, 0.1191, 0.1045, 0.205, 0.1556, 0.269, 0.3784, 0.4024, 0.347, 0.1395, 0.1208, 0.2827, 0.15, 0.2626, 0.4468, 0.752, 0.9036, 0.7812, 0.4766, 0.2483, 0.5372, 0.6279, 0.3647, 0.4572, 0.6359, 0.6474, 0.552, 0.3253, 0.2292, 0.0653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0056, 0.0237, 0.0204, 0.005, 0.0137, 0.0164, 0.0081, 0.0139, 0.0111, R
