@relation .a/sonar/sonar
@attribute 0.0200 real [0.0015, 0.1371]
@attribute 0.0371 real [6.0E-4, 0.2339]
@attribute 0.0428 real [0.0015, 0.3059]
@attribute 0.0207 real [0.0058, 0.4264]
@attribute 0.0954 real [0.0067, 0.401]
@attribute 0.0986 real [0.0102, 0.3823]
@attribute 0.1539 real [0.0033, 0.3729]
@attribute 0.1601 real [0.0055, 0.459]
@attribute 0.3109 real [0.0075, 0.6828]
@attribute 0.2111 real [0.0113, 0.7106]
@attribute 0.1609 real [0.0289, 0.7342]
@attribute 0.1582 real [0.0236, 0.706]
@attribute 0.2238 real [0.0184, 0.7131]
@attribute 0.0645 real [0.0273, 0.997]
@attribute 0.0660 real [0.0031, 1.0]
@attribute 0.2273 real [0.0162, 0.9988]
@attribute 0.3100 real [0.0349, 1.0]
@attribute 0.2999 real [0.0375, 1.0]
@attribute 0.5078 real [0.0494, 1.0]
@attribute 0.4797 real [0.0656, 1.0]
@attribute 0.5783 real [0.0512, 1.0]
@attribute 0.5071 real [0.0219, 1.0]
@attribute 0.4328 real [0.0563, 1.0]
@attribute 0.5550 real [0.0239, 1.0]
@attribute 0.6711 real [0.024, 1.0]
@attribute 0.6415 real [0.0921, 1.0]
@attribute 0.7104 real [0.0481, 1.0]
@attribute 0.8080 real [0.0284, 1.0]
@attribute 0.6791 real [0.0144, 1.0]
@attribute 0.3857 real [0.0613, 1.0]
@attribute 0.1307 real [0.0482, 0.9657]
@attribute 0.2604 real [0.0404, 0.9306]
@attribute 0.5121 real [0.0477, 1.0]
@attribute 0.7547 real [0.0212, 0.9647]
@attribute 0.8537 real [0.0223, 1.0]
@attribute 0.8507 real [0.008, 1.0]
@attribute 0.6692 real [0.0351, 0.9497]
@attribute 0.6097 real [0.0383, 1.0]
@attribute 0.4943 real [0.0371, 0.9857]
@attribute 0.2744 real [0.0117, 0.9297]
@attribute 0.0510 real [0.036, 0.8995]
@attribute 0.2834 real [0.0056, 0.8246]
@attribute 0.2825 real [0.0, 0.7733]
@attribute 0.4256 real [0.0, 0.7762]
@attribute 0.2641 real [0.0, 0.7034]
@attribute 0.1386 real [0.0, 0.7292]
@attribute 0.1051 real [0.0, 0.5522]
@attribute 0.1343 real [0.0, 0.3339]
@attribute 0.0383 real [0.0, 0.1981]
@attribute 0.0324 real [0.0, 0.0825]
@attribute 0.0232 real [0.0, 0.1004]
@attribute 0.0027 real [8.0E-4, 0.0709]
@attribute 0.0065 real [5.0E-4, 0.039]
@attribute 0.0159 real [0.001, 0.0352]
@attribute 0.0072 real [6.0E-4, 0.0447]
@attribute 0.0167 real [4.0E-4, 0.0394]
@attribute 0.0180 real [3.0E-4, 0.0355]
@attribute 0.0084 real [3.0E-4, 0.044]
@attribute 0.0090 real [1.0E-4, 0.0364]
@attribute 0.0032 real [6.0E-4, 0.0439]
@attribute R {R, M}
@inputs 0.0200, 0.0371, 0.0428, 0.0207, 0.0954, 0.0986, 0.1539, 0.1601, 0.3109, 0.2111, 0.1609, 0.1582, 0.2238, 0.0645, 0.0660, 0.2273, 0.3100, 0.2999, 0.5078, 0.4797, 0.5783, 0.5071, 0.4328, 0.5550, 0.6711, 0.6415, 0.7104, 0.8080, 0.6791, 0.3857, 0.1307, 0.2604, 0.5121, 0.7547, 0.8537, 0.8507, 0.6692, 0.6097, 0.4943, 0.2744, 0.0510, 0.2834, 0.2825, 0.4256, 0.2641, 0.1386, 0.1051, 0.1343, 0.0383, 0.0324, 0.0232, 0.0027, 0.0065, 0.0159, 0.0072, 0.0167, 0.0180, 0.0084, 0.0090, 0.0032
@outputs R
@data
0.0762, 0.0666, 0.0481, 0.0394, 0.059, 0.0649, 0.1209, 0.2467, 0.3564, 0.4459, 0.4152, 0.3952, 0.4256, 0.4135, 0.4528, 0.5326, 0.7306, 0.6193, 0.2032, 0.4636, 0.4148, 0.4292, 0.573, 0.5399, 0.3161, 0.2285, 0.6995, 1.0, 0.7262, 0.4724, 0.5103, 0.5459, 0.2881, 0.0981, 0.1951, 0.4181, 0.4604, 0.3217, 0.2828, 0.243, 0.1979, 0.2444, 0.1847, 0.0841, 0.0692, 0.0528, 0.0357, 0.0085, 0.023, 0.0046, 0.0156, 0.0031, 0.0054, 0.0105, 0.011, 0.0015, 0.0072, 0.0048, 0.0107, 0.0094, R
0.0286, 0.0453, 0.0277, 0.0174, 0.0384, 0.099, 0.1201, 0.1833, 0.2105, 0.3039, 0.2988, 0.425, 0.6343, 0.8198, 1.0, 0.9988, 0.9508, 0.9025, 0.7234, 0.5122, 0.2074, 0.3985, 0.589, 0.2872, 0.2043, 0.5782, 0.5389, 0.375, 0.3411, 0.5067, 0.558, 0.4778, 0.3299, 0.2198, 0.1407, 0.2856, 0.3807, 0.4158, 0.4054, 0.3296, 0.2707, 0.265, 0.0723, 0.1238, 0.1192, 0.1089, 0.0623, 0.0494, 0.0264, 0.0081, 0.0104, 0.0045, 0.0014, 0.0038, 0.0013, 0.0089, 0.0057, 0.0027, 0.0051, 0.0062, R
0.027, 0.0092, 0.0145, 0.0278, 0.0412, 0.0757, 0.1026, 0.1138, 0.0794, 0.152, 0.1675, 0.137, 0.1361, 0.1345, 0.2144, 0.5354, 0.683, 0.56, 0.3093, 0.3226, 0.443, 0.5573, 0.5782, 0.6173, 0.8132, 0.9819, 0.9823, 0.9166, 0.7423, 0.7736, 0.8473, 0.7352, 0.6671, 0.6083, 0.6239, 0.5972, 0.5715, 0.5242, 0.2924, 0.1536, 0.2003, 0.2031, 0.2207, 0.1778, 0.1353, 0.1373, 0.0749, 0.0472, 0.0325, 0.0179, 0.0045, 0.0084, 0.001, 0.0018, 0.0068, 0.0039, 0.012, 0.0132, 0.007, 0.0088, R
0.0293, 0.0644, 0.039, 0.0173, 0.0476, 0.0816, 0.0993, 0.0315, 0.0736, 0.086, 0.0414, 0.0472, 0.0835, 0.0938, 0.1466, 0.0809, 0.1179, 0.2179, 0.3326, 0.3258, 0.2111, 0.2302, 0.3361, 0.4259, 0.4609, 0.2606, 0.0874, 0.2862, 0.5606, 0.8344, 0.8096, 0.725, 0.8048, 0.9435, 1.0, 0.896, 0.5516, 0.3037, 0.2338, 0.2382, 0.3318, 0.3821, 0.1575, 0.2228, 0.1582, 0.1433, 0.1634, 0.1133, 0.0567, 0.0133, 0.017, 0.0035, 0.0052, 0.0083, 0.0078, 0.0075, 0.0105, 0.016, 0.0095, 0.0011, R
0.0189, 0.0308, 0.0197, 0.0622, 0.008, 0.0789, 0.144, 0.1451, 0.1789, 0.2522, 0.2607, 0.371, 0.3906, 0.2672, 0.2716, 0.4183, 0.6988, 0.5733, 0.2226, 0.2631, 0.7473, 0.7263, 0.3393, 0.2824, 0.6053, 0.5897, 0.4967, 0.8616, 0.8339, 0.4084, 0.2268, 0.1745, 0.0507, 0.1588, 0.304, 0.1369, 0.1605, 0.2061, 0.0734, 0.0202, 0.1638, 0.1583, 0.183, 0.1886, 0.1008, 0.0663, 0.0183, 0.0404, 0.0108, 0.0143, 0.0091, 0.0038, 0.0096, 0.0142, 0.019, 0.014, 0.0099, 0.0092, 0.0052, 0.0075, R
0.0311, 0.0491, 0.0692, 0.0831, 0.0079, 0.02, 0.0981, 0.1016, 0.2025, 0.0767, 0.1767, 0.2555, 0.2812, 0.2722, 0.3227, 0.3463, 0.5395, 0.7911, 0.9064, 0.8701, 0.7672, 0.2957, 0.4148, 0.6043, 0.3178, 0.3482, 0.6158, 0.8049, 0.6289, 0.4999, 0.583, 0.666, 0.4124, 0.126, 0.2487, 0.4676, 0.5382, 0.315, 0.2139, 0.1848, 0.1679, 0.2328, 0.1015, 0.0713, 0.0615, 0.0779, 0.0761, 0.0845, 0.0592, 0.0068, 0.0089, 0.0087, 0.0032, 0.013, 0.0188, 0.0101, 0.0229, 0.0182, 0.0046, 0.0038, R
0.0373, 0.0281, 0.0232, 0.0225, 0.0179, 0.0733, 0.0841, 0.1031, 0.0993, 0.0802, 0.1564, 0.2565, 0.2624, 0.1179, 0.0597, 0.1563, 0.2241, 0.3586, 0.1792, 0.3256, 0.6079, 0.6988, 0.8391, 0.8553, 0.771, 0.6215, 0.5736, 0.4402, 0.4056, 0.4411, 0.513, 0.5965, 0.7272, 0.6539, 0.5902, 0.5393, 0.4897, 0.4081, 0.4145, 0.6003, 0.7196, 0.6633, 0.6287, 0.4087, 0.3212, 0.2518, 0.1482, 0.0988, 0.0317, 0.0269, 0.0066, 8.0E-4, 0.0045, 0.0024, 6.0E-4, 0.0073, 0.0096, 0.0054, 0.0085, 0.006, R
0.0293, 0.0378, 0.0257, 0.0062, 0.013, 0.0612, 0.0895, 0.1107, 0.0973, 0.0751, 0.0528, 0.1209, 0.1763, 0.2039, 0.2727, 0.2321, 0.2676, 0.2934, 0.3295, 0.491, 0.5402, 0.6257, 0.6826, 0.7527, 0.8504, 0.8938, 0.9928, 0.9134, 0.708, 0.6318, 0.6126, 0.4638, 0.2797, 0.1721, 0.1665, 0.2561, 0.2735, 0.3209, 0.2724, 0.188, 0.1552, 0.2522, 0.2121, 0.1801, 0.1473, 0.0681, 0.1091, 0.0919, 0.0397, 0.0093, 0.0076, 0.0065, 0.0072, 0.0108, 0.0051, 0.0102, 0.0041, 0.0055, 0.005, 0.0087, R
0.0108, 0.0086, 0.0058, 0.046, 0.0752, 0.0887, 0.1015, 0.0494, 0.0472, 0.0393, 0.1106, 0.1412, 0.2202, 0.2976, 0.4116, 0.4754, 0.539, 0.6279, 0.706, 0.7918, 0.9493, 1.0, 0.9645, 0.9432, 0.8658, 0.7895, 0.6501, 0.4492, 0.4739, 0.6153, 0.4929, 0.3195, 0.3735, 0.3336, 0.1052, 0.0671, 0.0379, 0.0461, 0.1694, 0.2169, 0.1677, 0.0644, 0.0159, 0.0778, 0.0653, 0.021, 0.0509, 0.0387, 0.0262, 0.0101, 0.0161, 0.0029, 0.0078, 0.0114, 0.0083, 0.0058, 3.0E-4, 0.0023, 0.0026, 0.0027, R
0.0126, 0.0519, 0.0621, 0.0518, 0.1072, 0.2587, 0.2304, 0.2067, 0.3416, 0.4284, 0.3015, 0.1207, 0.3299, 0.5707, 0.6962, 0.9751, 1.0, 0.9293, 0.621, 0.4586, 0.5001, 0.5032, 0.7082, 0.842, 0.8109, 0.769, 0.8105, 0.6203, 0.2356, 0.2595, 0.6299, 0.6762, 0.2903, 0.4393, 0.8529, 0.718, 0.4801, 0.5856, 0.4993, 0.2866, 0.0601, 0.1167, 0.2737, 0.2812, 0.2078, 0.066, 0.0491, 0.0345, 0.0172, 0.0287, 0.0027, 0.0208, 0.0048, 0.0199, 0.0126, 0.0022, 0.0037, 0.0034, 0.0114, 0.0077, R
